ID;INSTITUTION;INSTITUTION_CODE;LANGUAGE;CHILD_QUOTA;CLASS_COUNT;CLASS;QUOTA_YEAR;SUBMIT_COUNT
83;"Vilniaus savivaldybės Grigiškių darželis-mokykla ""Pelėdžiukas""";190648396;lt;24;1;1;2017;52
85;"Vilniaus savivaldybės Grigiškių pradinė mokykla";190648581;lt;66;3;1;2017;109
84;"Vilniaus savivaldybės Grigiškių gimnazija";190661333;pl;30;2;1;2017;22
84;"Vilniaus savivaldybės Grigiškių gimnazija";190661333;ru;30;2;1;2017;112
82;"Vilniaus savivaldybės Grigiškių ""Šviesos"" gimnazija";190661671;lt;0;0;1;2017;106
120;"Vilniaus ""Vilnios"" pagrindinė mokykla";190978974;lt;16;1;1;2017;33
79;"Vilniaus Salininkų gimnazija";191317118;lt;44;2;1;2017;115
101;"Vilniaus Trakų Vokės gimnazija";191317260;lt;40;2;1;2017;96
18;"Vilniaus ""Šviesos"" pradinė mokykla";191665480;lt;96;4;1;2017;311
6;"Vilniaus ""Genio"" progimnazija";191665719;lt;168;7;1;2017;1164
3;"Vilniaus ""Atžalyno"" mokykla-darželis";191665861;lt;48;2;1;2017;66
56;"Vilniaus Jono Ivaškevičiaus jaunimo mokykla";191709681;lt;0;0;1;2017;11
112;"Vilniaus Volungės darželis-mokykla";191713046;lt;24;1;1;2017;89
113;"Vilniaus Žaliakalnio darželis-mokykla";191713231;pl;40;2;1;2017;36
88;"Vilniaus Šeškinės pradinė mokykla";191713384;lt;72;3;1;2017;222
21;"Vilniaus ""Vilnies"" pagrindinė mokykla";191715435;lt;24;1;1;2017;96
57;"Vilniaus Jono Pauliaus II gimnazija";191715588;pl;0;0;1;2017;94
76;"Vilniaus Pranciškaus Skorinos gimnazija";191722390;by;20;1;1;2017;48
67;"Vilniaus Martyno Mažvydo progimnazija";195003862;lt;192;8;1;2017;568
27;"Vilniaus Abraomo Kulviečio klasikinė gimnazija";195005870;lt;96;4;1;2017;707
19;"Vilniaus ""Taikos"" progimnazija";195007889;lt;72;3;1;2017;435
116;"Vilniaus Žėručio pradinė mokykla";195007921;lt;96;4;1;2017;411
77;"Vilniaus Prano Mašioto pradinė mokykla";195008076;lt;96;4;1;2017;343
74;"Vilniaus Petro Vileišio progimnazija";195008119;lt;52;2;1;2017;419
58;"Vilniaus Jono Pauliaus II progimnazija";195472315;pl;100;4;1;2017;231
110;"Vilniaus Vytės Nemunėlio pradinė mokykla";195472468;lt;66;3;1;2017;353
45;"Vilniaus Emilijos Pliaterytės progimnazija";195472653;lt;120;5;1;2017;506
35;"Vilniaus Barboros Radvilaitės pagrindinė mokykla";195474280;lt;96;4;1;2017;218
118;"Vilniaus Žygimanto Augusto pagrindinė mokykla";290003090;lt;66;3;1;2017;332
70;"Vilniaus Naujamiesčio mokykla";290004420;ru;40;2;1;2017;107
105;"Vilniaus Vasilijaus Kačialovo gimnazija";290005860;ru;0;0;1;2017;92
93;"Vilniaus Simono Stanevičiaus progimnazija";290008970;lt;96;4;1;2017;306
7;"Vilniaus ""Gijos"" jaunimo mokykla";290010850;lt;0;0;1;2017;18
104;"Vilniaus Vaduvos darželis-mokykla";290013960;lt;48;2;1;2017;55
44;"Vilniaus darželis-mokykla ""Žiburėlis""";290028510;lt;0;0;1;2017;12
49;"Vilniaus Gabrielės Petkevičaitės-Bitės suaugusiųjų mokymo centras";291710460;lt;0;0;1;2017;2
115;"Vilniaus Žemynos progimnazija";295472120;lt;96;4;1;2017;801
32;"Vilniaus Antano Vienuolio progimnazija";300134205;lt;72;3;1;2017;377
109;"Vilniaus Vytauto Didžiojo gimnazija";300134269;lt;0;0;1;2017;892
91;"Vilniaus Simono Daukanto progimnazija";301806638;lt;96;4;1;2017;751
90;"Vilniaus Simono Daukanto gimnazija";301806652;lt;0;0;1;2017;1121
100;"Vilniaus šv. Kristoforo progimnazija";302420714;lt;72;3;1;2017;573
99;"Vilniaus šv. Kristoforo gimnazija";302420721;lt;0;0;1;2017;376
54;"Vilniaus Jono Basanavičiaus gimnazija";302522904;lt;0;0;1;2017;334
55;"Vilniaus Jono Basanavičiaus progimnazija";302523034;lt;96;4;1;2017;542
33;"Vilniaus Balsių progimnazija";302589995;lt;96;4;1;2017;305
30;"Vilniaus Antakalnio gimnazija";302817872;lt;0;0;1;2017;322
31;"Vilniaus Antakalnio progimnazija";302818006;lt;120;5;1;2017;697
95;"Vilniaus Sofijos Kovalevskajos progimnazija";304075156;ru;80;3;1;2017;303
94;"Vilniaus Sofijos Kovalevskajos gimnazija";304075188;ru;0;0;1;2017;171
13;"Vilniaus ""Santaros"" gimnazija";304089960;lt;0;0;1;2017;8
13;"Vilniaus ""Santaros"" gimnazija";304089960;ru;0;0;1;2017;149
14;"Vilniaus ""Santaros"" progimnazija";304089978;lt;50;2;1;2017;1
14;"Vilniaus ""Santaros"" progimnazija";304089978;ru;50;2;1;2017;273
